Week,Sample,Hawea:Start Storage [GWh],Hawea:End Storage [GWh],Hawea:Water Values [$/MWh],Hawea:Res Spill [GWh],Hawea:Res Inflow [GWh],Hawea:Res Release [GWh],Tekapo:Start Storage [GWh],Tekapo:End Storage [GWh],Tekapo:Water Values [$/MWh],Tekapo:Res Spill [GWh],Tekapo:Res Inflow [GWh],Tekapo:Res Release [GWh],Pukaki:Start Storage [GWh],Pukaki:End Storage [GWh],Pukaki:Water Values [$/MWh],Pukaki:Res Spill [GWh],Pukaki:Res Inflow [GWh],Pukaki:Res Release [GWh],Taupo:Start Storage [GWh],Taupo:End Storage [GWh],Taupo:Water Values [$/MWh],Taupo:Res Spill [GWh],Taupo:Res Inflow [GWh],Taupo:Res Release [GWh],WEEKStartDate,Total_Other_Storage,Season,Seasonal_Max_Other_Storage,Total_Other_Storage_Perc,Other_Storage_Level
1,40,145.736,148.773,226.908,0.0,3.885,0.848,479.304,453.714,126.469,0.0,56.71,82.3,1069.452,1041.697,212.994,0.0,87.734,115.489,53.647,30.914,205.182,0.0,62.607,85.339,2020-06-29,1221.38,Unknown,2610.26,0.47,Medium
2,40,148.773,144.585,238.404,0.0,6.179,10.367,453.714,403.098,137.872,0.0,31.567,82.182,1041.697,968.24,228.128,0.0,68.553,142.01,30.914,57.647,302.991,0.0,40.347,13.615,2020-07-06,1170.47,Unknown,2610.26,0.45,Medium
3,40,144.585,133.732,237.394,0.0,3.086,13.939,403.098,343.447,147.137,0.0,22.388,82.039,968.24,871.745,229.619,0.0,64.681,161.176,57.647,25.518,234.917,0.0,36.458,68.587,2020-07-13,1030.99,Unknown,2610.26,0.39,Low
4,40,133.732,111.131,241.228,0.0,3.15,25.751,343.447,284.967,161.44,0.0,23.368,81.848,871.745,793.176,235.473,0.0,67.926,146.495,25.518,18.501,253.206,0.0,53.261,60.277,2020-07-20,922.81,Unknown,2610.26,0.35,Low
5,40,111.131,89.948,251.377,0.0,3.664,24.847,284.967,234.866,177.418,0.0,31.49,81.591,793.176,747.492,241.006,0.0,83.83,129.514,18.501,59.378,247.978,0.0,93.052,52.176,2020-07-27,896.82,Unknown,2610.26,0.34,Low
6,40,89.948,75.282,265.527,0.0,4.279,18.945,234.866,184.936,184.861,0.0,31.366,81.297,747.492,659.371,244.664,0.0,52.495,140.616,59.378,75.161,226.119,0.0,94.459,78.676,2020-08-03,809.81,Unknown,2610.26,0.31,Low
7,40,75.282,78.944,277.534,0.0,4.509,0.848,184.936,133.521,203.816,0.0,29.554,80.969,659.371,576.909,251.155,0.0,56.999,139.461,75.161,61.286,231.811,0.0,72.829,86.705,2020-08-10,717.14,Unknown,2610.26,0.27,Low
8,40,78.944,80.711,272.596,0.0,2.615,0.848,133.521,80.948,233.159,0.0,28.042,80.616,576.909,518.281,257.412,0.0,68.321,126.949,61.286,42.519,245.327,0.0,59.981,78.748,2020-08-17,641.51,Unknown,2610.26,0.25,Low
9,40,80.711,90.284,267.639,0.0,10.42,0.848,80.948,86.353,277.677,0.0,27.929,22.524,518.281,457.486,261.397,0.0,35.731,96.525,42.519,110.969,250.909,0.0,132.557,64.107,2020-08-24,658.74,Unknown,2610.26,0.25,Low
10,40,90.284,97.159,234.508,0.0,7.723,0.848,86.353,105.743,232.755,0.0,44.167,24.777,457.486,474.432,249.23,0.0,33.653,16.707,110.969,172.578,202.821,0.0,129.238,67.629,2020-08-31,744.17,Unknown,2610.26,0.29,Low
11,40,97.159,114.375,228.34,0.0,18.063,0.848,105.743,159.824,204.161,0.0,77.718,23.637,474.432,533.814,244.252,0.0,59.382,0.0,172.578,213.978,190.541,0.0,101.292,59.892,2020-09-07,862.17,Unknown,2610.26,0.33,Low
12,40,114.375,123.055,174.709,0.0,9.528,0.848,159.824,172.5,158.487,0.0,36.313,23.637,533.814,594.38,209.948,0.0,60.567,0.0,213.978,211.317,131.759,0.0,82.025,84.686,2020-09-14,928.75,Unknown,2610.26,0.36,Low
13,40,123.055,134.056,211.911,0.0,11.849,0.848,172.5,191.61,171.702,0.0,42.747,23.637,594.38,647.537,226.984,0.0,53.156,0.0,211.317,284.259,181.931,0.0,121.957,49.015,2020-09-21,1065.85,Unknown,2610.26,0.41,Medium
14,40,134.056,158.514,166.435,0.0,25.306,0.848,191.61,282.868,149.907,0.0,114.894,23.637,647.537,749.41,194.706,0.0,101.873,0.0,284.259,379.136,112.578,0.0,137.221,42.345,2020-09-28,1287.06,Unknown,2610.26,0.49,Medium
15,40,158.514,177.12,149.721,0.0,19.453,0.848,282.868,339.438,123.011,0.0,79.719,23.15,749.41,833.308,182.18,0.0,83.897,0.0,379.136,453.955,97.503,0.0,131.673,56.854,2020-10-05,1464.38,Unknown,2610.26,0.56,Medium
16,40,177.12,193.517,139.433,0.0,17.245,0.848,339.438,392.632,107.107,0.0,76.345,23.15,833.308,895.783,172.196,0.0,62.475,0.0,453.955,494.177,85.048,0.0,121.912,81.69,2020-10-12,1583.48,Unknown,2610.26,0.61,High
17,40,193.517,204.379,128.597,0.0,11.709,0.848,392.632,423.971,92.246,0.0,54.489,23.15,895.783,952.742,165.254,0.0,56.959,0.0,494.177,564.579,67.014,0.0,152.012,81.61,2020-10-19,1721.7,Unknown,2610.26,0.66,High
18,40,204.379,222.3,113.503,0.0,18.769,0.848,423.971,477.956,80.762,0.0,77.135,23.15,952.742,1022.208,150.301,0.0,69.466,0.0,564.579,559.774,29.926,0.0,84.721,89.526,2020-10-26,1804.28,Unknown,2610.26,0.69,High
19,40,222.3,233.456,115.772,0.0,12.003,0.848,477.956,477.38,71.073,0.0,59.47,60.047,1022.208,1088.62,150.474,0.0,74.82,8.409,559.774,523.376,56.424,0.0,67.481,103.879,2020-11-02,1845.45,Unknown,2610.26,0.71,High
20,40,233.456,244.587,143.402,0.0,11.979,0.848,477.38,481.581,89.014,0.0,83.391,79.19,1088.62,1197.968,166.963,0.0,109.348,0.0,523.376,504.174,127.218,0.0,72.368,91.57,2020-11-09,1946.73,Unknown,2610.26,0.75,High
21,40,244.587,230.625,139.691,0.0,8.647,22.609,481.581,459.29,88.754,0.0,56.954,79.244,1197.968,1264.489,152.759,0.0,95.767,29.246,504.174,505.438,139.498,0.0,103.009,101.745,2020-11-16,2000.55,Unknown,2610.26,0.77,High
22,40,230.625,232.463,153.236,0.0,15.327,13.488,459.29,444.034,99.309,0.0,64.145,79.402,1264.489,1321.825,142.798,0.0,96.515,39.18,505.438,483.851,128.51,0.0,88.768,110.355,2020-11-23,2038.14,Unknown,2610.26,0.78,High
23,40,232.463,245.882,139.906,0.0,14.266,0.848,444.034,407.957,105.465,0.0,43.555,79.632,1321.825,1395.935,125.239,0.0,85.304,11.194,483.851,519.288,119.051,0.0,132.498,97.061,2020-11-30,2161.1,Unknown,2610.26,0.83,Very High
24,40,245.882,255.828,132.255,0.0,10.794,0.848,407.957,385.351,121.001,0.0,56.351,78.956,1395.935,1450.32,114.355,0.0,106.121,51.737,519.288,502.395,101.337,0.0,88.461,105.354,2020-12-07,2208.54,Unknown,2610.26,0.85,Very High
25,40,255.828,273.271,111.783,0.0,18.29,0.848,385.351,463.455,132.086,0.0,103.409,25.305,1450.32,1531.77,105.485,0.0,115.62,34.17,502.395,444.913,99.189,0.0,56.824,114.306,2020-12-14,2249.95,Unknown,2610.26,0.86,Very High
26,40,273.271,276.664,79.101,0.0,12.144,8.751,463.455,532.604,112.379,0.0,94.454,25.305,1531.77,1558.479,92.581,0.0,99.571,72.861,444.913,481.143,154.221,0.0,49.992,13.761,2020-12-21,2316.29,Unknown,2610.26,0.89,Very High
27,40,276.664,287.48,83.22,0.0,12.555,1.739,532.604,598.481,88.924,0.0,93.713,27.836,1558.479,1652.051,101.59,0.0,127.128,33.557,481.143,555.219,148.691,0.0,84.133,10.057,2020-12-28,2494.75,Unknown,2610.26,0.96,Very High
28,40,287.48,273.533,61.371,0.0,6.083,20.03,598.481,574.879,67.561,0.0,56.061,79.664,1652.051,1697.196,94.526,0.0,110.35,65.205,555.219,551.732,101.788,0.0,51.743,55.23,2021-01-04,2522.46,Unknown,2610.26,0.97,Very High
29,40,273.533,283.542,207.326,0.0,10.856,0.848,574.879,579.171,102.554,0.0,83.998,79.707,1697.196,1745.0,168.831,1.025,149.162,100.333,551.732,504.664,213.679,0.0,26.049,73.117,2021-01-11,2533.21,Unknown,2610.26,0.97,Very High
30,40,283.542,288.184,153.604,0.0,5.489,0.848,579.171,546.639,94.282,0.0,47.431,79.963,1745.0,1681.172,108.727,0.0,115.095,178.924,504.664,472.535,205.739,0.0,20.887,53.016,2021-01-18,2441.89,Unknown,2610.26,0.94,Very High
31,40,288.184,291.64,211.58,1.313,5.617,0.848,546.639,537.106,114.226,0.0,70.64,80.173,1681.172,1672.675,192.511,0.0,146.659,155.156,472.535,457.483,252.182,0.0,37.574,52.626,2021-01-25,2421.8,Unknown,2610.26,0.93,Very High
32,40,291.64,286.848,195.157,0.0,3.928,8.72,537.106,495.397,112.938,0.0,38.947,80.656,1672.675,1581.374,172.7,0.0,100.42,191.72,457.483,418.865,235.336,0.0,25.124,63.741,2021-02-01,2287.09,Unknown,2610.26,0.88,Very High
33,40,286.848,263.261,215.958,0.0,3.128,26.715,495.397,452.048,128.916,0.0,37.66,81.01,1581.374,1500.681,217.012,0.0,99.992,180.686,418.865,383.109,257.622,0.0,23.076,58.833,2021-02-08,2147.05,Unknown,2610.26,0.82,Very High
34,40,263.261,235.958,238.3,0.0,2.967,30.27,452.048,403.416,142.494,0.0,32.919,81.551,1500.681,1420.05,234.686,0.0,101.122,181.753,383.109,343.125,262.799,0.0,31.158,71.142,2021-02-15,1999.13,Unknown,2610.26,0.77,High
35,40,235.958,209.521,247.22,0.0,3.833,30.27,403.416,355.181,158.718,0.0,33.502,81.737,1420.05,1336.681,244.941,0.0,102.67,186.039,343.125,295.338,268.542,0.0,31.872,79.659,2021-02-22,1841.54,Unknown,2610.26,0.71,High
36,40,209.521,203.854,249.871,0.0,8.747,14.413,355.181,353.884,179.199,0.0,80.721,82.018,1336.681,1360.351,247.714,0.0,163.574,139.905,295.338,321.078,269.945,0.0,80.34,54.6,2021-03-01,1885.28,Unknown,2610.26,0.72,High
37,40,203.854,210.276,227.439,0.0,7.269,0.848,353.884,351.238,156.893,0.0,79.214,81.86,1360.351,1402.003,206.998,0.0,149.676,108.023,321.078,406.903,214.419,0.0,130.19,44.365,2021-03-08,2019.18,Unknown,2610.26,0.77,High
38,40,210.276,218.374,224.993,0.0,8.945,0.848,351.238,324.051,160.977,0.0,55.247,82.434,1402.003,1486.418,209.941,0.0,112.47,28.055,406.903,386.259,195.647,0.0,63.21,83.854,2021-03-15,2091.05,Unknown,2610.26,0.8,Very High
39,40,218.374,225.404,219.083,0.0,7.878,0.848,324.051,319.127,171.25,0.0,70.737,75.661,1486.418,1601.977,199.089,0.0,124.795,9.236,386.259,375.637,195.052,0.0,69.972,80.593,2021-03-22,2203.02,Unknown,2610.26,0.84,Very High
40,40,225.404,231.084,210.456,0.0,6.528,0.848,319.127,296.13,169.457,0.0,56.997,79.994,1601.977,1675.677,167.964,0.0,105.882,32.183,375.637,333.942,190.302,0.0,38.199,79.894,2021-03-29,2240.7,Unknown,2610.26,0.86,Very High
41,40,231.084,234.179,218.855,0.0,3.942,0.848,296.13,259.304,188.76,0.0,45.52,82.347,1675.677,1743.025,188.638,0.0,107.928,40.58,333.942,300.646,207.835,0.0,47.707,81.004,2021-04-05,2277.85,Unknown,2610.26,0.87,Very High
42,40,234.179,236.936,197.673,0.0,3.605,0.848,259.304,270.977,186.831,0.0,35.379,23.706,1743.025,1620.53,131.874,0.0,41.732,164.227,300.646,270.938,189.945,0.0,30.971,60.679,2021-04-12,2128.4,Unknown,2610.26,0.82,Very High
43,40,236.936,244.326,205.439,0.0,8.237,0.848,270.977,290.64,192.361,0.0,43.37,23.706,1620.53,1558.665,183.885,0.0,49.842,111.707,270.938,246.14,206.774,0.0,29.196,53.994,2021-04-19,2049.13,Unknown,2610.26,0.79,High
44,40,244.326,252.928,193.911,0.0,9.45,0.848,290.64,316.68,179.085,0.0,49.746,23.706,1558.665,1558.078,181.833,0.0,69.428,70.015,246.14,213.57,198.873,0.0,28.382,60.952,2021-04-26,2024.58,Unknown,2610.26,0.78,High
45,40,252.928,258.807,182.227,0.0,6.793,0.913,316.68,276.447,172.502,0.0,42.409,82.642,1558.078,1536.132,180.23,0.0,81.837,103.782,213.57,171.156,201.222,0.0,28.117,70.531,2021-05-03,1966.1,Unknown,2610.26,0.75,High
